epoch,loss,accuracy,val_loss,val_accuracy,lr
40,0.06878838688135147,0.9699857234954834,0.0727374330163002,0.9600886702537537,0.0005000000237487257
41,0.04940304160118103,0.9828490018844604,0.06815876066684723,0.9623059630393982,0.0005000000237487257
42,0.06068655103445053,0.9766555428504944,0.07089506834745407,0.9600886702537537,0.0005000000237487257
43,0.05759653076529503,0.9766555428504944,0.08015414327383041,0.9512194991111755,0.0005000000237487257
44,0.05639991536736488,0.9733206033706665,0.07666909694671631,0.9534367918968201,0.0005000000237487257
45,0.05469786375761032,0.975702702999115,0.06325259804725647,0.9689579010009766,0.0005000000237487257
46,0.05412738397717476,0.9809433221817017,0.07331996411085129,0.9578713774681091,0.0005000000237487257
47,0.05144643783569336,0.9780848026275635,0.07771476358175278,0.9534367918968201,0.0005000000237487257
48,0.048110295087099075,0.9799904823303223,0.07323379814624786,0.9667405486106873,0.0005000000237487257
49,0.0461842343211174,0.981896162033081,0.07474517077207565,0.9556540846824646,0.0005000000237487257
50,0.04565994068980217,0.9776083827018738,0.06858094781637192,0.9556540846824646,0.0005000000237487257
51,0.04191349074244499,0.9852310419082642,0.06789635866880417,0.9556540846824646,0.0002500000118743628
52,0.041613344103097916,0.9823725819587708,0.06446491926908493,0.9578713774681091,0.0002500000118743628
53,0.049009762704372406,0.9814197421073914,0.07313358038663864,0.9578713774681091,0.0002500000118743628
54,0.04978784918785095,0.9814197421073914,0.06412578374147415,0.9578713774681091,0.0002500000118743628
55,0.0479554645717144,0.981896162033081,0.06146859750151634,0.9556540846824646,0.0002500000118743628
56,0.03317352011799812,0.9909480810165405,0.06260107457637787,0.9600886702537537,0.0002500000118743628
57,0.05102527514100075,0.980466902256012,0.062374964356422424,0.9578713774681091,0.0002500000118743628
58,0.04500599578022957,0.9842782020568848,0.06368256360292435,0.9600886702537537,0.0002500000118743628
59,0.04753536731004715,0.9790376424789429,0.06570220738649368,0.9623059630393982,0.0002500000118743628
60,0.042094290256500244,0.9852310419082642,0.061872415244579315,0.9623059630393982,0.0002500000118743628
61,0.04971247538924217,0.9776083827018738,0.06504236161708832,0.9600886702537537,0.0001250000059371814
62,0.04290534555912018,0.981896162033081,0.061761386692523956,0.9600886702537537,0.0001250000059371814
63,0.03415374830365181,0.987136721611023,0.06120835617184639,0.9600886702537537,0.0001250000059371814
64,0.03784323111176491,0.9876131415367126,0.06129319220781326,0.9600886702537537,0.0001250000059371814
65,0.037570770829916,0.987136721611023,0.06157897785305977,0.9600886702537537,0.0001250000059371814
66,0.03652379289269447,0.9890424013137817,0.06155950203537941,0.9600886702537537,0.0001250000059371814
67,0.044017672538757324,0.9833254218101501,0.0634363517165184,0.9578713774681091,0.0001250000059371814
68,0.03433224931359291,0.9909480810165405,0.06066308543086052,0.9600886702537537,0.0001250000059371814
69,0.03659221529960632,0.9895188212394714,0.05919770523905754,0.9645232558250427,0.0001250000059371814
70,0.030963808298110962,0.9895188212394714,0.061076365411281586,0.9645232558250427,0.0001250000059371814
71,0.035768091678619385,0.9866603016853333,0.061540961265563965,0.9645232558250427,0.0001250000059371814
72,0.03573589026927948,0.9880895614624023,0.06377317756414413,0.9578713774681091,0.0001250000059371814
73,0.035142578184604645,0.9866603016853333,0.06139197573065758,0.9623059630393982,0.0001250000059371814
74,0.0337635762989521,0.9904716610908508,0.0643920972943306,0.9578713774681091,0.0001250000059371814
75,0.03530227392911911,0.987136721611023,0.06192329153418541,0.9600886702537537,6.25000029685907e-05
76,0.037745438516139984,0.9876131415367126,0.06040722876787186,0.9645232558250427,6.25000029685907e-05
77,0.032876282930374146,0.9890424013137817,0.059830442070961,0.9645232558250427,6.25000029685907e-05
78,0.031438395380973816,0.9904716610908508,0.059910453855991364,0.9623059630393982,6.25000029685907e-05
79,0.03148964047431946,0.9880895614624023,0.05876123905181885,0.9645232558250427,6.25000029685907e-05
80,0.039756715297698975,0.9857074618339539,0.059436023235321045,0.9623059630393982,6.25000029685907e-05
81,0.03404532000422478,0.9857074618339539,0.05762539803981781,0.9689579010009766,6.25000029685907e-05
82,0.03763144090771675,0.988565981388092,0.056965868920087814,0.9711751937866211,6.25000029685907e-05
83,0.028793811798095703,0.9909480810165405,0.057813432067632675,0.9667405486106873,6.25000029685907e-05
84,0.03644375503063202,0.9861838817596436,0.057845309376716614,0.9689579010009766,6.25000029685907e-05
85,0.038523703813552856,0.9857074618339539,0.05749652907252312,0.9667405486106873,6.25000029685907e-05
86,0.03741590306162834,0.988565981388092,0.058421116322278976,0.9667405486106873,6.25000029685907e-05
87,0.03576519340276718,0.9857074618339539,0.057316020131111145,0.9689579010009766,6.25000029685907e-05
88,0.03423565998673439,0.9895188212394714,0.05700884014368057,0.9711751937866211,3.125000148429535e-05
89,0.03990519046783447,0.9857074618339539,0.05728045850992203,0.9711751937866211,3.125000148429535e-05
90,0.02970290184020996,0.993330180644989,0.05708032101392746,0.9689579010009766,3.125000148429535e-05
91,0.031293537467718124,0.9899952411651611,0.057625312358140945,0.9645232558250427,3.125000148429535e-05
92,0.03514251857995987,0.9909480810165405,0.05767349153757095,0.9711751937866211,3.125000148429535e-05
